cluster,rank,gene,log2fc,score,pvals_adj
6,20,ZAP70,1.871387004852295,13.649810791015625,2.3973567403718196e-39
6,21,LCP2,1.5648318529129028,13.606573104858398,4.128730065458431e-39
6,22,LCK,1.891992211341858,13.495688438415527,1.7852896654893176e-38
6,23,SEPT6,1.5255285501480103,13.345650672912598,1.293307969723995e-37
6,24,SLA,1.7100200653076172,13.323663711547852,1.6644091341265045e-37
6,25,ITK,1.8617632389068604,13.208755493164062,7.400928288174333e-37
6,26,SKAP1,1.8684813976287842,12.862178802490234,6.694524008539743e-35
6,27,BCL11B,1.6490827798843384,12.758644104003906,2.448012962634468e-34
6,28,TBC1D4,2.0224201679229736,12.679496765136719,6.499515566342262e-34
6,29,CD5,2.2644059658050537,12.620611190795898,1.3278505274282658e-33
6,30,PFN1,0.48609477281570435,12.574319839477539,2.3081527176634274e-33
6,31,PBXIP1,1.5060075521469116,12.552163124084473,2.9557443444612817e-33
6,32,CD27,1.834197759628296,12.430727005004883,1.3177650684048632e-32
6,33,PIM2,1.521159052848816,12.369860649108887,2.65093517919437e-32
6,34,PTPRC,1.2547324895858765,12.249646186828613,1.1420213121748573e-31
6,35,IL2RG,1.506725788116455,12.223909378051758,1.5244512611711847e-31
6,36,SIRPG,2.009932279586792,12.221129417419434,1.5348597243713766e-31
6,37,ARHGDIB,1.3500332832336426,12.200384140014648,1.9285310408614249e-31
6,38,ITGB2,1.5152974128723145,12.136128425598145,4.128379677145815e-31
6,39,CD247,1.9049961566925049,12.00256061553955,1.9429091207773805e-30
6,40,PRKCH,1.5544666051864624,11.91305160522461,5.57540569515929e-30
6,41,ITGB2-AS1,2.0199882984161377,11.51108455657959,6.245795414508724e-28
6,42,IL2RB,1.6617770195007324,11.405864715576172,2.0576354751225462e-27
6,43,DGKA,1.6003806591033936,11.279837608337402,8.499771128280786e-27
6,44,RGS1,1.2865662574768066,11.269495964050293,9.356077063721652e-27
6,45,ICA1,3.032297372817993,11.247993469238281,1.1692544679458102e-26
6,46,SH3KBP1,1.0917845964431763,11.215117454528809,1.6617601904172832e-26
6,47,SEPT1,1.4965717792510986,11.16846752166748,2.7562546760663483e-26
6,48,PHACTR2,1.7005720138549805,11.138139724731445,3.799995656922482e-26
6,49,LBH,1.4387543201446533,11.060994148254395,8.668192018438866e-26
6,50,PDCD1,2.0218429565429688,11.044672012329102,1.0204485965566244e-25
7,1,DCT,4.5637125968933105,23.98331642150879,9.836465845656928e-123
7,2,GPR143,3.569812536239624,23.296730041503906,5.54828535786598e-116
7,3,QPCT,3.651881217956543,23.280261993408203,5.54828535786598e-116
7,4,LHFPL3-AS1,4.621668815612793,23.205486297607422,2.191413221793802e-115
7,5,SCD,3.3121445178985596,23.199323654174805,2.191413221793802e-115
7,6,MLPH,3.170269012451172,22.592151641845703,1.7517479015730531e-109
7,7,BCAN,4.808276653289795,22.455501556396484,3.348270100744053e-108
7,8,TUBB4A,4.37359094619751,22.434059143066406,4.820527592224445e-108
7,9,SCIN,3.980455160140991,21.89383316040039,7.045663146759717e-103
7,10,NRP2,3.002472400665283,21.756824493408203,1.282007222178883e-101
7,11,PRAME,3.1687023639678955,21.597137451171875,3.482239453787102e-100
7,12,GPM6B,3.1469993591308594,21.26881217956543,3.4869739155527207e-97
7,13,RAB38,3.549260377883911,21.241945266723633,5.453349076389102e-97
7,14,STXBP1,2.9790782928466797,20.87656593322754,1.1509642025847472e-93
7,15,TRPM1,3.8845014572143555,20.854028701782227,1.7469177510509582e-93
7,16,CA14,4.632930755615234,20.83203887939453,2.6272673660257437e-93
7,17,MET,2.786271095275879,20.77187728881836,8.771720859185234e-93
7,18,TFAP2A,2.9109745025634766,20.670948028564453,6.811937364388345e-92
7,19,MITF,2.955173969268799,20.645864486694336,1.0953082453746007e-91
